project_id,chain,token_address,pair_address,creator_address,creation_timestamp,rugpull_label,rugpull_type,source_dataset,collection_failed
ApeCoin (APE),ETH,,,,2022-03-20 00:00:00.000000000,0,,tm_rugpull,
DX_1393.0,ETH,0x82e90fc3a4c2893bbf6d7c1c93a55ac071c963e2,,,2022-03-20 06:20:48.336252184,1,Transaction Limitation,dianxiang_sun,True
DX_1515.0,ETH,0x6882f1cd5efd09713387fded3c73d3d5511dc739,,,2022-03-21 13:01:47.180385288,1,Transaction Limitation,dianxiang_sun,True
DX_219.0,BSC,0xc5a25e92e691635BDd6DF2e904633Dc3152360cD,,,2022-03-21 23:15:26.795096320,1,LP Drain,dianxiang_sun,True
DX_1126.0,ETH,0xece51078af2f09a23a0928bf9e581766d79a6d26,,,2022-03-22 09:29:06.409807352,1,Transaction Limitation,dianxiang_sun,True
DX_1293.0,ETH,0xd79c51eca833f04d8827359c2f00ded79dd38b04,,,2022-03-22 19:42:46.024518384,1,Transaction Limitation,dianxiang_sun,True
Shiba Predator (QOM),ETH,,,,2022-03-23 00:00:00.000000000,0,,tm_rugpull,
DX_2309.0,ETH,0xc1574ab95106621686d6e480f378d79c0442fe33,,,2022-03-23 05:56:25.639229416,1,Transaction Limitation,dianxiang_sun,True
DX_625.0,ETH,0x2279dccf9d7fcce0e59ec5e7353bf4ff33c31e5f,,,2022-03-24 02:23:44.868651488,1,Transaction Limitation,dianxiang_sun,True
DX_2135.0,ETH,0x561eac93c92360949ab1f1403323e6db345cbf31,,,2022-03-24 12:37:24.483362520,1,Transaction Limitation,dianxiang_sun,True
DX_1008.0,ETH,0xe1fcc336e8815d7f7ce2d4fd0f526614a639fe4d,,,2022-03-24 12:37:24.483362520,1,Transaction Limitation,dianxiang_sun,True
Stader (SD),ETH,,,,2022-03-25 00:00:00.000000000,0,,tm_rugpull,
Stader (SD),ETH,,,,2022-03-25 00:00:00.000000000,0,,tm_rugpull,
Onyxcoin (XCN),ETH,,,,2022-03-25 00:00:00.000000000,0,,tm_rugpull,
DX_1571.0,ETH,0x78bf8ef3a3d1dc978935ee4ae8b43247548c3946,,,2022-03-25 19:18:23.327495616,1,Transaction Limitation,dianxiang_sun,True
DX_2021.0,ETH,0xe7d8e9db3b56e7764effea6b7c84ea55d03dfa1c,,,2022-03-26 05:32:02.942206656,1,Transaction Limitation,dianxiang_sun,True
DX_261.0,BSC,0xD20ef93050c0943F74f5F8Ff0CC97c74139d6437,,,2022-03-27 01:59:22.171628720,1,Token Generation,dianxiang_sun,True
DX_1032.0,ETH,0x42a8abcbb4cd7919e6dae1ca570a0269783151aa,,,2022-03-27 01:59:22.171628720,1,Transaction Limitation,dianxiang_sun,True
DX_2010.0,ETH,0xe3340e14d43ecfc70635845ed73d5984fc5d2aa5,,,2022-03-27 22:26:41.401050784,1,Transaction Limitation,dianxiang_sun,True
DX_1305.0,ETH,0xc4835ba664daeca06992d20ffe1724a46a9d4bc9,,,2022-03-27 22:26:41.401050784,1,Transaction Limitation,dianxiang_sun,True
DX_1371.0,ETH,0x7cd9697d5390a0b04479deed5ec3735c8eeec548,,,2022-03-28 08:40:21.015761816,1,Transaction Limitation,dianxiang_sun,True
Artrade Token (ATR),BSC,,,,2022-03-29 00:00:00.000000000,0,,tm_rugpull,
BNBDeFi ($DEFI),BSC,,,,2022-03-30 00:00:00.000000000,1,,tm_rugpull,
DX_564.0,ETH,0xdd98279a9c1a0beb7d4b289d785804c4a6078552,,,2022-03-31 08:15:58.318739048,1,Transaction Limitation,dianxiang_sun,True
DX_1215.0,ETH,0x44c7f4d3625f5f9fbeb12337334e02dc05479cd6,,,2022-03-31 08:15:58.318739048,1,Transaction Limitation,dianxiang_sun,True
DX_1509.0,ETH,0x054f58e1954c4f6f6dc553bb4012b96b0e58c73c,,,2022-03-31 18:29:37.933450088,1,Transaction Limitation,dianxiang_sun,True
Mad Meerkat Finance,CRONO,,,,2022-04-01 00:00:00.000000000,1,,tm_rugpull,
MMFinance (MMF),BSC,,,,2022-04-01 00:00:00.000000000,1,,tm_rugpull,
DX_421.0,ETH,0xdb5c9b5a9b8fa9ee9643fe96f88b7f813f895eb0,,,2022-04-01 04:43:17.548161120,1,Transaction Limitation,dianxiang_sun,True
DX_2122.0,ETH,0xe610af01f92f19679327715b426c35849c47c657,,,2022-04-02 11:24:16.392294216,1,Transaction Limitation,dianxiang_sun,True
DX_391.0,ETH,0xee25871f4325223af51d2951792a6f966d4f85e8,,,2022-04-02 21:37:56.007005248,1,Transaction Limitation,dianxiang_sun,True
Lumerin (LMR),ETH,,,,2022-04-03 00:00:00.000000000,0,,tm_rugpull,
DX_1061.0,ETH,0x801427e0b00c5aa46f96550e1e33ad7f00077e19,,,2022-04-03 07:51:35.621716288,1,Transaction Limitation,dianxiang_sun,True
DX_2011.0,ETH,0x97880c1dd3b7f12f9117d234fa1cebe48fcdbd04,,,2022-04-03 18:05:15.236427320,1,Transaction Limitation,dianxiang_sun,True
fRiENDSiES (fRiENDSiES),ETH,,,,2022-04-04 00:00:00.000000000,1,,tm_rugpull,
DX_396.0,ETH,0x03c9436d54db599018842387d9d6075d81580726,,,2022-04-04 04:18:54.851138352,1,Transaction Limitation,dianxiang_sun,True
DX_330.0,ETH,0xc92029b1fcafb6d6285d49ee44bcc6cad2a91fd5,,,2022-04-04 14:32:34.465849384,1,Transaction Limitation,dianxiang_sun,True
DX_1753.0,ETH,0xb37d025fde8b45d105edec9078f3e8e73f8274b4,,,2022-04-05 21:13:33.309982480,1,Transaction Limitation,dianxiang_sun,True
DX_915.0,ETH,0x32044c74f6bb50b608f67429547dd0c40e20b20e,,,2022-04-05 21:13:33.309982480,1,Transaction Limitation,dianxiang_sun,True
DX_640.0,ETH,0xac135427c78e472c905718eed9b76d137108910a,,,2022-04-06 07:27:12.924693520,1,Transaction Limitation,dianxiang_sun,True
DX_100.0,ETH,0x3f41f6ff370a764f4dd3eee7b5b8ec76cfbb6b91,,,2022-04-06 07:27:12.924693520,1,Fee,dianxiang_sun,True
DX_13.0,BSC,0x4749a5f83F6F003440cB4B6aD1628d39E900D0c4,,,2022-04-06 17:40:52.539404552,1,Combination,dianxiang_sun,True
DX_1439.0,ETH,0x2d23533ac795967dc40d4d8c0f442f69143f12da,,,2022-04-07 03:54:32.154115584,1,Transaction Limitation,dianxiang_sun,True
DX_2126.0,ETH,0xfa8bb2a68c67e39409cd336d1a8024a2ad9a62ff,,,2022-04-08 20:49:10.612959720,1,Transaction Limitation,dianxiang_sun,True
DX_1759.0,ETH,0xda27ce68cfa5d0a53cf4f1ed1ee6f08f83bfd4e4,,,2022-04-08 20:49:10.612959720,1,Transaction Limitation,dianxiang_sun,True
Bitpaid (BTP),BSC,,,,2022-04-10 00:00:00.000000000,1,,tm_rugpull,
DX_381.0,ETH,0x1521074a4423265c7c9ddd88296997eaea210dc5,,,2022-04-10 03:30:09.457092816,1,Transaction Limitation,dianxiang_sun,True
DX_1261.0,ETH,0xac7b68f06644d1d0bb27478e54bcd8b875952161,,,2022-04-10 03:30:09.457092816,1,Transaction Limitation,dianxiang_sun,True
DX_41.0,BSC,0x8deDE57516ceEE26590D27aD75b2585f38Ac66C1,,,2022-04-10 03:30:09.457092816,1,External Call,dianxiang_sun,True
DX_2241.0,ETH,0xf0344800bd3ffa687e4d780357961b28995a5f46,,,2022-04-10 23:57:28.686514880,1,Transaction Limitation,dianxiang_sun,True
DX_997.0,ETH,0x62f24bbc4a8abfbac46302e61419abe6a6a2884b,,,2022-04-11 10:11:08.301225920,1,Transaction Limitation,dianxiang_sun,True
DX_363.0,ETH,0x589891a198195061cb8ad1a75357a3b7dbadd7bc,,,2022-04-12 06:38:27.530647984,1,Transaction Limitation,dianxiang_sun,True
DX_651.0,ETH,0xcf6be57d332c5c5ca2f2929db5f5684fb07e5a33,,,2022-04-12 16:52:07.145359016,1,Transaction Limitation,dianxiang_sun,True
DX_1268.0,ETH,0xf3a91464a870f464254515bb0063405b61db7229,,,2022-04-13 03:05:46.760070048,1,Transaction Limitation,dianxiang_sun,True
DX_649.0,ETH,0xa3f7b2fa41f3d8ed76d2be4ab177adc219ea1c96,,,2022-04-13 03:05:46.760070048,1,Transaction Limitation,dianxiang_sun,True
DX_2149.0,ETH,0xe63760e74ffd44ce7abdb7ca2e7fa01b357df460,,,2022-04-13 13:19:26.374781080,1,Transaction Limitation,dianxiang_sun,True
mCoin (MCOIN),BSC,,,,2022-04-15 00:00:00.000000000,1,,tm_rugpull,
DX_1228.0,ETH,0xbbbbafd3d471838a3745beb2dd33fae4e878ec1e,,,2022-04-15 16:27:44.448336256,1,Transaction Limitation,dianxiang_sun,True
Vesta (VSTA),ARBI,,,,2022-04-16 00:00:00.000000000,0,,tm_rugpull,
DX_1210.0,ETH,0x53886d0ddba6bafaf2c3f9512029a7ff862f5e6e,,,2022-04-16 02:41:24.063047280,1,Transaction Limitation,dianxiang_sun,True
DX_839.0,ETH,0x9a693d11b6a87b582e380af954ba3cffa93c59c5,,,2022-04-16 02:41:24.063047280,1,Transaction Limitation,dianxiang_sun,True
DX_364.0,ETH,0xa66daa57432024023db65477ba87d4e7f5f95213,,,2022-04-16 02:41:24.063047280,1,Transaction Limitation,dianxiang_sun,True
DX_1642.0,ETH,0x31de994710629896b41e7415c89bd5ba0849f15b,,,2022-04-17 09:22:22.907180384,1,Transaction Limitation,dianxiang_sun,True
DX_2069.0,ETH,0xe065dced63f39de77abc90aa0d25083ded6d25e4,,,2022-04-17 09:22:22.907180384,1,Transaction Limitation,dianxiang_sun,True
DX_639.0,ETH,0xc4946d6e765c1a95c693757136a6cc0c89a32d63,,,2022-04-17 09:22:22.907180384,1,Transaction Limitation,dianxiang_sun,True
DX_298.0,ETH,0x8de1cb4124904ede26d7295ef1f83bab4c2bcfc0,,,2022-04-17 19:36:02.521891408,1,Transaction Limitation,dianxiang_sun,True
FuryOfTheFur (FOTF),BSC,,,,2022-04-18 00:00:00.000000000,1,,tm_rugpull,
DX_1379.0,ETH,0xf4727665f750c2764f16180efdbe85b106d1f0ad,,,2022-04-18 05:49:42.136602448,1,Transaction Limitation,dianxiang_sun,True
DX_1012.0,ETH,0x0a2aed8debddb2ce3ab4ada1a49b06f42e214e3f,,,2022-04-18 16:03:21.751313488,1,Transaction Limitation,dianxiang_sun,True
DX_2059.0,ETH,0x9f083c2ca47fd6917d118a62675a55bb19a8b7e6,,,2022-04-19 02:17:01.366024512,1,Transaction Limitation,dianxiang_sun,True
DX_2083.0,ETH,0x3268ecb4fcba1ca9f43da8ed05ffc80382cef1da,,,2022-04-19 22:44:20.595446576,1,Transaction Limitation,dianxiang_sun,True
DX_2106.0,ETH,0xf6c61cb3b0add944ac53c9c2decaf2954f0515cb,,,2022-04-20 08:58:00.210157616,1,Transaction Limitation,dianxiang_sun,True
DX_327.0,ETH,0xb0fe24dc6222e9d9d0e43ab67f40c578af810d21,,,2022-04-21 05:25:19.439579680,1,Transaction Limitation,dianxiang_sun,True
DX_1705.0,ETH,0xa057969f01b3678343db25a6a1e7af4ab8bcfcba,,,2022-04-21 15:38:59.054290720,1,Transaction Limitation,dianxiang_sun,True
DX_1934.0,ETH,0x49678f3ef925c7382c1e80d55fc13dfeffc717c4,,,2022-04-22 01:52:38.669001744,1,Transaction Limitation,dianxiang_sun,True
DX_1413.0,ETH,0xbed643ece8fe3b2c75095f35bc6453fd2b6ea8c2,,,2022-04-24 15:14:36.357267952,1,Transaction Limitation,dianxiang_sun,True
DX_652.0,ETH,0xb159ccf18ca4f453f26e0e145c310dc5d1b6cd40,,,2022-04-24 15:14:36.357267952,1,Transaction Limitation,dianxiang_sun,True
DX_353.0,ETH,0x9b11efcaaa1890f6ee52c6bb7cf8153ac5d74139,,,2022-04-25 21:55:35.201401040,1,Transaction Limitation,dianxiang_sun,True
DX_614.0,ETH,0x7dc35bc0330a4c863e9ee6d71c1406b4f9b59751,,,2022-04-25 21:55:35.201401040,1,Transaction Limitation,dianxiang_sun,True
DX_851.0,ETH,0x50cfc25716064cbaa2d6b92f2bcb5ac9eec654dd,,,2022-04-27 04:36:34.045534144,1,Transaction Limitation,dianxiang_sun,True
DX_1745.0,ETH,0x53f3914ae38f1e0db932415321e9e269a5c7139b,,,2022-04-27 04:36:34.045534144,1,Transaction Limitation,dianxiang_sun,True
DX_1181.0,ETH,0xb0917f301a15b2f039ed0b43d800577e75ac3013,,,2022-04-27 14:50:13.660245184,1,Transaction Limitation,dianxiang_sun,True
DX_155.0,ETH,0x6fcd8369e9593408d12d8de5d2da90c25d089d0b,,,2022-04-28 21:31:12.504378288,1,Fee,dianxiang_sun,True
DX_2028.0,ETH,0x5434fab78c0ef1f376e89997bafe28ed7ce66bda,,,2022-04-29 07:44:52.119089312,1,Transaction Limitation,dianxiang_sun,True
DX_1679.0,ETH,0x4f3e8d76bb858e8340d30033ebdd486f4fb994e6,,,2022-04-29 17:58:31.733800352,1,Transaction Limitation,dianxiang_sun,True
Vip Panda Community ,BSC,,,,2022-05-01 00:00:00.000000000,1,,tm_rugpull,
DX_2128.0,ETH,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,,,2022-05-01 10:53:10.192644480,1,Transaction Limitation,dianxiang_sun,True
DX_1793.0,ETH,0x498084f26dddd677a8117c83084c3ea637f5a50f,,,2022-05-01 21:06:49.807355520,1,Transaction Limitation,dianxiang_sun,True
Cashera (CSR),BSC,,,,2022-05-02 00:00:00.000000000,1,,tm_rugpull,
DX_1406.0,ETH,0x48f6604c5e50828805252a8cc5899746d69b3b8e,,,2022-05-02 17:34:09.036777584,1,Transaction Limitation,dianxiang_sun,True
Bitsubishi (BITSU),BSC,,,,2022-05-04 00:00:00.000000000,1,,tm_rugpull,
DX_411.0,ETH,0x6daa2195d0a67c23b4976bd388736c56e71c3f39,,,2022-05-04 00:15:07.880910672,1,Transaction Limitation,dianxiang_sun,True
DX_403.0,ETH,0x5f7593e74433a6c6fc227f9517db8f62f9962c18,,,2022-05-04 00:15:07.880910672,1,Transaction Limitation,dianxiang_sun,True
DX_138.0,ETH,0x15e9fadb5962a0cb774bf759183d739f50d1697b,,,2022-05-04 20:42:27.110332752,1,Fee,dianxiang_sun,True
DX_479.0,ETH,0x58a6a9e02902b0ccb1c9595f00b03a616976a7b0,,,2022-05-06 13:37:05.569176880,1,Transaction Limitation,dianxiang_sun,True
DX_136.0,ETH,0xfbd888349529e3f87c77dffbe2a2bb500f4e02ea,,,2022-05-07 10:04:24.798598944,1,Fee,dianxiang_sun,True
GMETA,BSC,,,,2022-05-09 00:00:00.000000000,1,,tm_rugpull,
Magic (Magic),BSC,,,,2022-05-10 00:00:00.000000000,1,,tm_rugpull,
DX_798.0,ETH,0x88e1bd473d32939af4fbe22536cead5d4209f4df,,,2022-05-10 09:40:02.101576176,1,Transaction Limitation,dianxiang_sun,True
DX_1839.0,ETH,0x6e47db702359de42002fe60f317e0b0b1f6d5671,,,2022-05-10 19:53:41.716287216,1,Transaction Limitation,dianxiang_sun,True
DX_2276.0,ETH,0x70bf9df6967dc96156e76cc43b928a7ef02e159a,,,2022-05-10 19:53:41.716287216,1,Transaction Limitation,dianxiang_sun,True
DX_1715.0,ETH,0x318a1461930551761bbd215dd324edf26ada72b2,,,2022-05-10 19:53:41.716287216,1,Transaction Limitation,dianxiang_sun,True
DX_1226.0,ETH,0xb6dfa6d30a2efbadcabd1fa78a8c14fd90984afe,,,2022-05-11 06:07:21.330998240,1,Transaction Limitation,dianxiang_sun,True
DX_1035.0,ETH,0x9d335bb5836f167ea16a2401214957de3cbbcecb,,,2022-05-11 06:07:21.330998240,1,Transaction Limitation,dianxiang_sun,True
Stable Magnet Token (SMAG),BSC,,,,2022-05-12 00:00:00.000000000,1,,tm_rugpull,
DX_2020.0,ETH,0xee49307452fe780afadc28deab97c5ae6a17b383,,,2022-05-12 23:01:59.789842384,1,Transaction Limitation,dianxiang_sun,True
DX_1698.0,ETH,0x44c26584b90abb52545f34bb5b67023fe1e316f7,,,2022-05-12 23:01:59.789842384,1,Transaction Limitation,dianxiang_sun,True
CBC Token (CBC),BSC,,,,2022-05-13 00:00:00.000000000,1,,tm_rugpull,
PiggyBank,BSC,,,,2022-05-13 00:00:00.000000000,1,,tm_rugpull,
DX_172.0,ETH,0x836213f4021f67d04ec0b599343ac345f433701a,,,2022-05-13 19:29:19.019264448,1,Fee,dianxiang_sun,True
DX_275.0,BSC,0x761776f726168c9dF6dC63d5864880801E21F403,,,2022-05-13 19:29:19.019264448,1,Transaction Limitation,dianxiang_sun,True
DX_544.0,ETH,0x202cbeccaec7e0bc33771ebf9cc41b139f9dafb6,,,2022-05-15 02:10:17.863397552,1,Transaction Limitation,dianxiang_sun,True
DX_395.0,ETH,0x79b1b53aa068742e4333d47e28ae5cb2f8e71aaa,,,2022-05-15 02:10:17.863397552,1,Transaction Limitation,dianxiang_sun,True
DX_1433.0,ETH,0xaeb29c7b70ceab600013680850c6533b577108e7,,,2022-05-16 08:51:16.707530640,1,Transaction Limitation,dianxiang_sun,True
APE (APE),ETH,,,,2022-05-17 00:00:00.000000000,1,,tm_rugpull,
DX_1558.0,ETH,0x61395d8cfffc85dafc3246c23c17b3dbaf1322d0,,,2022-05-17 15:32:15.551663744,1,Transaction Limitation,dianxiang_sun,True
DX_699.0,ETH,0x49b4e1351254c9b739ebddd69ed92e4e5e8c95a8,,,2022-05-18 11:59:34.781085808,1,Transaction Limitation,dianxiang_sun,True
DX_304.0,ETH,0x24df76b88a2ea9ae3c3af5402ba4493226a82143,,,2022-05-18 11:59:34.781085808,1,Transaction Limitation,dianxiang_sun,True
DX_923.0,ETH,0x86d03cc1e3d4b2a6d338aa279d7c9afdc624b141,,,2022-05-18 22:13:14.395796848,1,Transaction Limitation,dianxiang_sun,True
DX_42.0,BSC,0xaE21BFe30aFf40A66Bc9a950D61C1a6B1c82Ad2A,,,2022-05-18 22:13:14.395796848,1,External Call,dianxiang_sun,True
Hakuna Share (MTT),CRONO,,,,2022-05-19 00:00:00.000000000,1,,tm_rugpull,
DX_229.0,BSC,0x8923881e8cAe6684C2bB84D69aE88A9bbbEC8d5a,,,2022-05-19 08:26:54.010507872,1,Token Distribution,dianxiang_sun,True
DX_1937.0,ETH,0x841cfe20c05c8a2d6ea624276eb49e9a844be4a7,,,2022-05-19 08:26:54.010507872,1,Transaction Limitation,dianxiang_sun,True
DX_837.0,ETH,0x39a537a127922aa00c9f34686966db153cb23f9f,,,2022-05-19 08:26:54.010507872,1,Transaction Limitation,dianxiang_sun,True
DX_475.0,ETH,0x3e2c55104679cfaca89986d4f31fb07a61c1f9f0,,,2022-05-19 18:40:33.625218912,1,Transaction Limitation,dianxiang_sun,True
DX_1320.0,ETH,0x62dd16e27bb35489e8072d6d3d61cfe46c7188ad,,,2022-05-19 18:40:33.625218912,1,Transaction Limitation,dianxiang_sun,True
MoveCash (MCA),BSC,,,,2022-05-20 00:00:00.000000000,1,,tm_rugpull,
Demeter (DMT),ETH,,,,2022-05-20 00:00:00.000000000,1,,tm_rugpull,
DX_1106.0,ETH,0x40eb49c971bceda8ea9998256aa7375f6bf05e90,,,2022-05-20 04:54:13.239929952,1,Transaction Limitation,dianxiang_sun,True
DX_546.0,ETH,0x01cf25c7ec19ee5dece80b121121c731037b3d53,,,2022-05-21 01:21:32.469352016,1,Transaction Limitation,dianxiang_sun,True
DX_1094.0,ETH,0x5d1c1e440a04276c71b69e2a32c832ea87947779,,,2022-05-21 01:21:32.469352016,1,Transaction Limitation,dianxiang_sun,True
DX_810.0,ETH,0xcc2b04e0687c98a44fd8d5ba1c9320bdc48c3981,,,2022-05-21 21:48:51.698774080,1,Transaction Limitation,dianxiang_sun,True
DX_2180.0,ETH,0x81edefc64aabdce71f68347774bd4673d1d31419,,,2022-05-21 21:48:51.698774080,1,Transaction Limitation,dianxiang_sun,True
DX_619.0,ETH,0xb1180a9b3fca217e034cb3eeb151291973606d15,,,2022-05-22 18:16:10.928196144,1,Transaction Limitation,dianxiang_sun,True
DX_1085.0,ETH,0x6f944c7301e27a9c704f48e5b375dfc496752c5c,,,2022-05-23 04:29:50.542907184,1,Transaction Limitation,dianxiang_sun,True
DX_1949.0,ETH,0x870ff76a2e630afd41ce2efec0a1fe885ca9e753,,,2022-05-23 04:29:50.542907184,1,Transaction Limitation,dianxiang_sun,True
DX_1802.0,ETH,0x93460ba3b52d4658ff6faae7e84e4211c7cbb896,,,2022-05-23 04:29:50.542907184,1,Transaction Limitation,dianxiang_sun,True
DX_302.0,ETH,0x9eec65e5b998db6845321baa915ec3338b1a469b,,,2022-05-23 14:43:30.157618208,1,Transaction Limitation,dianxiang_sun,True
DecentraWorld ($DEWO),BSC,,,,2022-05-24 00:00:00.000000000,1,,tm_rugpull,
DX_1866.0,ETH,0xb9fb7a3d6ae6cc852cab4d932646144bf5d713fd,,,2022-05-24 11:10:49.387040272,1,Transaction Limitation,dianxiang_sun,True
DX_458.0,ETH,0xfd9477130930902d19c26893ddd5765848da479c,,,2022-05-24 21:24:29.001751312,1,Transaction Limitation,dianxiang_sun,True
DX_380.0,ETH,0x4cc9c3ccfa6b3fc0ea72a80cf179fef3774af5e0,,,2022-05-25 07:38:08.616462336,1,Transaction Limitation,dianxiang_sun,True
DX_777.0,ETH,0x47d09dddb8263981a38260a16aac2ad2fd3dfd3d,,,2022-05-25 17:51:48.231173376,1,Transaction Limitation,dianxiang_sun,True
DX_1901.0,ETH,0xd53ca803deeab1b38beffc23a304b0fb41774979,,,2022-05-26 04:05:27.845884416,1,Transaction Limitation,dianxiang_sun,True
DX_1014.0,ETH,0x379bbe52926da8f5e7ca0d9b0d55de4c8e90d953,,,2022-05-27 21:00:06.304728544,1,Transaction Limitation,dianxiang_sun,True
DX_1566.0,ETH,0x7dddcb8d93438500c42c199b6b02ba3f74c7cb8c,,,2022-05-29 03:41:05.148861648,1,Transaction Limitation,dianxiang_sun,True
DX_440.0,ETH,0x3e4e2299cbff968b425c6c312b64fa46f8be68ff,,,2022-05-29 03:41:05.148861648,1,Transaction Limitation,dianxiang_sun,True
DX_447.0,ETH,0x4eca4409c890687051516dc5e0e5e1ea32301563,,,2022-05-29 13:54:44.763572672,1,Transaction Limitation,dianxiang_sun,True
MetFi (MFI),BSC,,,,2022-05-30 00:00:00.000000000,0,,tm_rugpull,
Cancer Inu (CANCER),ETH,,,,2022-05-30 00:00:00.000000000,1,,tm_rugpull,
DX_365.0,ETH,0xbc2faad1ec407571249b0e874a9abd840111389b,,,2022-05-30 00:08:24.378283712,1,Transaction Limitation,dianxiang_sun,True
SLOTH INU (SLOTH INU),ETH,,,,2022-05-31 00:00:00.000000000,1,,tm_rugpull,
DX_1556.0,ETH,0x32f2f89b3927a7156f3fb34e82fc2ada64e57ab4,,,2022-05-31 17:03:02.837127840,1,Transaction Limitation,dianxiang_sun,True
DX_1737.0,ETH,0xd5ad9d374eff8f57a42a667a64c218e9145ac5b7,,,2022-06-01 03:16:42.451838880,1,Transaction Limitation,dianxiang_sun,True
DX_2184.0,ETH,0x98fe1d52649a3a13863647c6789f16e46e090377,,,2022-06-01 23:44:01.681260944,1,Transaction Limitation,dianxiang_sun,True
DX_507.0,ETH,0x83530c3aab57bb230f16a9267fbc60e4c4a18e6e,,,2022-06-01 23:44:01.681260944,1,Transaction Limitation,dianxiang_sun,True
DX_2237.0,ETH,0x3597f78c7872db259ce023acc34511c7a79f42e3,,,2022-06-01 23:44:01.681260944,1,Transaction Limitation,dianxiang_sun,True
DX_2267.0,ETH,0x4d200a0a7066af311baba7a647b1cce54ae2f9a5,,,2022-06-02 09:57:41.295971968,1,Transaction Limitation,dianxiang_sun,True
Optimism (OP),ETH,,,,2022-06-04 00:00:00.000000000,0,,tm_rugpull,
DX_1888.0,ETH,0xbd8dce47859c156f7954b138fd9f2bcfc7969cc1,,,2022-06-04 02:52:19.754816112,1,Transaction Limitation,dianxiang_sun,True
DX_2302.0,ETH,0xbf5fb038c28df2b8821988da78c3ebdbf7aa5ac7,,,2022-06-04 13:05:59.369527136,1,Transaction Limitation,dianxiang_sun,True
URANIUM FINANCIAL (URF),BSC,,,,2022-06-05 00:00:00.000000000,1,,tm_rugpull,
DX_1118.0,ETH,0xb664b1d4c5e1ca4ec4cc9303627b94dc531750a0,,,2022-06-05 19:46:58.213660240,1,Transaction Limitation,dianxiang_sun,True
DX_1246.0,ETH,0xb5d018cc53dda89b5a17fa3d1f88ad580250c111,,,2022-06-06 06:00:37.828371280,1,Transaction Limitation,dianxiang_sun,True
RoyalPay (ROYAL),BSC,,,,2022-06-07 00:00:00.000000000,1,,tm_rugpull,
DX_630.0,ETH,0x209e9e4060ab423b2e9250c753bf5d3b54eb5856,,,2022-06-07 22:55:16.287215408,1,Transaction Limitation,dianxiang_sun,True
DX_903.0,ETH,0x5067048b25e168a1cc5432e0114334045fd9471d,,,2022-06-08 19:22:35.516637472,1,Transaction Limitation,dianxiang_sun,True
DX_1271.0,ETH,0x244a835e6de81ce2c8cc185cdf21ff00d81e592b,,,2022-06-08 19:22:35.516637472,1,Transaction Limitation,dianxiang_sun,True
DX_1441.0,ETH,0x77320ffd93184e9c8b053c037950d13456a15c9a,,,2022-06-09 05:36:15.131348512,1,Transaction Limitation,dianxiang_sun,True
DX_1345.0,ETH,0x0c222446ee8a080b3943c7a4cbab46bfbf823547,,,2022-06-09 05:36:15.131348512,1,Transaction Limitation,dianxiang_sun,True
MetaFinanceDAO,BSC,,,,2022-06-10 00:00:00.000000000,1,,tm_rugpull,
DX_1279.0,ETH,0x026d146d3c4515724998369da21de2ea912c73cc,,,2022-06-11 08:44:33.204903680,1,Transaction Limitation,dianxiang_sun,True
DX_1209.0,ETH,0x401b40ccc03a512476d406151877bb4b358b6d24,,,2022-06-11 18:58:12.819614704,1,Transaction Limitation,dianxiang_sun,True
DX_2099.0,ETH,0xad1aa68300588aa5842751ddcab2afd4a69e9016,,,2022-06-12 05:11:52.434325744,1,Transaction Limitation,dianxiang_sun,True
DX_1613.0,ETH,0xe96ea3e2eb0195517cddf190c3580b7b4cba11c1,,,2022-06-12 05:11:52.434325744,1,Transaction Limitation,dianxiang_sun,True
DX_1423.0,ETH,0x1b5fc621a982a6c0e281d3e087264e55e3c95654,,,2022-06-12 15:25:32.049036768,1,Transaction Limitation,dianxiang_sun,True
LV PLUS (LVP),BSC,,,,2022-06-13 00:00:00.000000000,1,,tm_rugpull,
DX_665.0,ETH,0x7f28efefe4b9cd723d6a92649fcd713cb3d0293f,,,2022-06-13 01:39:11.663747808,1,Transaction Limitation,dianxiang_sun,True
DX_1481.0,ETH,0x7a1b3b2bfb687a26328e623441edaea69df3def5,,,2022-06-13 11:52:51.278458848,1,Transaction Limitation,dianxiang_sun,True
CRP_54,Ethereum,0xD28c8Ff18f811E5fcD9b5B07889A343da8FD6502,,,2022-06-14 08:20:10.507880912,0,,crpwarner,True
DX_213.0,ETH,0x14aa9c36d76901fe1ebcc860038aee9318596103,,,2022-06-14 18:33:50.122591936,1,Funds Manipulation,dianxiang_sun,True
DX_723.0,ETH,0x2c3ee8970b480936112cad99bead7ae60c7511d7,,,2022-06-15 04:47:29.737302976,1,Transaction Limitation,dianxiang_sun,True
DX_583.0,ETH,0xd31ea91a651c9ae14fd7504149423ac6ed4b2ae0,,,2022-06-16 01:14:48.966725040,1,Transaction Limitation,dianxiang_sun,True
DX_1213.0,ETH,0x48c027e88c233afa67b1236b7cf1a968f48761af,,,2022-06-16 11:28:28.581436080,1,Transaction Limitation,dianxiang_sun,True
DX_693.0,ETH,0x8d227a42ad2d6967afda9e22d21ed5ed6519bfa7,,,2022-06-16 11:28:28.581436080,1,Transaction Limitation,dianxiang_sun,True
Forta (FORT),ETH,,,,2022-06-17 00:00:00.000000000,0,,tm_rugpull,
